step,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.total_loss
1,0.002679005963727832,0.5812581777572632,0.01587095856666565,0.01587095856666565
2,0.010518945753574371,0.5835209488868713,0.01984749734401703,0.01984749734401703
3,0.002258584601804614,0.5767585635185242,0.01554825622588396,0.01554825622588396
