%Training dataset,Shuffle number,Training epochs,Detector epochs (TD only),pcutoff,train rmse,train rmse_pcutoff,train mAP,train mAR,test rmse,test rmse_pcutoff,test mAP,test mAR
0.8,1,3,-1,0.01,323.58,323.58,0.0,0.0,384.26,384.26,0.0,0.0
